1,10
10, 1
20, 10
10, 20
30, 20
20, 30
40, 30
30, 40
50, 40
40, 50
60, 50
50, 60
70, 60
60, 70
80, 70
70, 80
90, 80
80, 90
100, 90
90, 100
90, 70
70, 90
80, 60
60, 80
70, 50
50, 70
60, 40
40, 60
50, 30
30, 50
40, 20
20, 40
30, 10
10, 30
20, 1
1, 20
10, 10
20, 20
30, 30
40, 40
50, 50
60, 60
70, 70
80, 80
90, 90
100, 100
